Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,ID,What is your age in years?,"What sex were you assigned at birth, such as on an original birth certificate?",What is your gender?,"Please indicate your ethnicity (i.e. peoples’ ethnicity describes their feeling of belonging and attachment to a distinct group of a larger population that shares their ancestry, colour, language or religion)?",,What is your nationality?,,What is your religious affiliation?,,"As a Christian, which of these groups do you identify with? Select all that apply.",,,,,,,,,,Use the slider to indicate how important religion is in your life from 0 (not important at all) to 100 (extremely important).,How often do you think about religious issues?,To what extent do you believe that God or something divine exists?,How often do you take part in religious services?,How often do you pray?,How often do you experience situations in which you have the feeling that God or something divine intervenes in your life?,"The following items describe a variety of concepts. Please rate how disgusting you find the concepts described in the items, where 0 means that you do not find the concept disgusting at all and 6 means that you find the concept extremely disgusting.",,,,,,,,,,,,,,,,,,,,,With how many different partners have you had sex within the past 12 months?,With how many different partners have you had sexual intercourse on one and only one occasion?,With how many different partners have you had sexual intercourse without having an interest in a long-term committed relationship with this person?,Sex without love is OK.,I can imagine myself being comfortable and enjoying “casual” sex with different partners.,"I do not want to have sex with a person until I am sure that we will have a long-term, serious relationship.",How often do you have fantasies about having sex with someone with whom you do not have a committed romantic relationship?,How often do you experience sexual arousal when you are in contact with someone with whom you do not have a committed romantic relationship?,"In everyday life, how often do you have spontaneous fantasies about having sex with someone you have just met?",Below are items that relate to the cultures of different parts of the world. Work quickly and record your first reaction to each item. There are no right or wrong answers. Please indicate the degree to which you agree or disagree with each item using the following five-point scale: Strongly Disagree = 1; Disagree = 2; Neutral = 3; Agree = 4; Strongly Agree = 5,,,,,,,"The following questions concern values that people may or may not hold. Please click bubbles to indicate the degree to which you disagree or agree with each statement, where higher numbers mean you agree with the statement more and lower numbers mean you disagree with the statement more.",,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:33,24.239.130.53,,,,,5765784561,34,Female,Woman,South East Asian,,Other (please specify),New Zealand,None,,,,,,,,,,,,3,Rarely,Not very much,Never,Never,Rarely,2,4,5,5,"0, Not disgusting at all",2,5,"0, Not disgusting at all",4,5,"6, Extremely disgusting",5,5,2,4,5,"6, Extremely disgusting",5,3,2,4,1,0,0,3,"1, Strongly Disagree","9, Strongly agree",1 – never,1 – never,1 – never,1,2,1,1,4,5,3,2,4,3,4,5,5,4,4,2,2,2,4
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:33,86.26.203.114,,,,,5387337590,21,Female,Female,South Asian,,United Kingdom,,Muslim,,,,,,,,,,,,100,Often,Very much so,More than once a week,More than once a week,Very often,2,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,3,4,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",0,0,0,"1, Strongly Disagree","1, Strongly Disagree",8,2 – very seldom,1 – never,1 – never,3,1,1,3,3,4,4,2,3,5,4,4,5,4,4,4,4,4,4
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:32,173.238.165.7,,,,,1700945215,39,Male,Male,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Less often,Rarely,"0, Not disgusting at all",3,4,3,"0, Not disgusting at all",4,4,2,3,4,"0, Not disgusting at all",5,"6, Extremely disgusting","0, Not disgusting at all",5,2,2,"6, Extremely disgusting",3,3,3,0,1,1,7,6,3,3 – about once every two or three months,4 – about once a month,4 – about once a month,1,4,5,5,2,3,4,4,2,3,4,4,2,5,3,5,1,3,2
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:32,99.246.123.60,,,,,8633915670,29,Female,female,South Asian,,Canada,,None,,,,,,,,,,,,5,Occasionally,Not very much,Never,Never,Occasionally,"0, Not disgusting at all","6, Extremely disgusting",5,3,3,4,"0, Not disgusting at all",3,3,3,5,5,4,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",4,3,"6, Extremely disgusting",0,0,0,"1, Strongly Disagree","1, Strongly Disagree",7,1 – never,1 – never,1 – never,3,1,1,1,5,4,3,"6, Strongly agree","0, Strongly disagree",3,3,5,3,4,"0, Strongly disagree","6, Strongly agree","0, Strongly disagree","0, Strongly disagree",1
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:32,189.147.121.223,,,,,1105265101,36,Female,Female,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,"6, Extremely disgusting",5,5,5,"0, Not disgusting at all",3,2,"0, Not disgusting at all",3,4,3,4,2,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,5,"0, Not disgusting at all",4,0,2,2,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",5 – about once every two weeks,6 – about once a week,2 – very seldom,2,1,1,1,5,5,3,4,1,3,2,4,3,5,1,"6, Strongly agree",2,1,1
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:32,75.152.219.25,,,,,2968139801,26,Male,Male,Mixed,,Canada,,Other (please specify),Spiritual ,,,,,,,,,,,60,Rarely,Quite a bit,Less often,Once a week,Often,5,3,4,"6, Extremely disgusting",2,3,4,5,3,"6, Extremely disgusting",3,3,5,2,4,4,3,4,5,3,4,1,0,0,6,6,4,6 – about once a week,6 – about once a week,6 – about once a week,5,1,1,1,5,5,2,3,5,4,2,4,4,5,5,2,4,4,4
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:32,161.230.88.185,,,,,8221550215,21,Male,Male,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,0,Never,Not at all,Never,Never,Never,4,2,5,5,"0, Not disgusting at all",4,2,2,3,4,2,4,5,"0, Not disgusting at all",3,4,"0, Not disgusting at all",3,4,"0, Not disgusting at all",5,0,0,1,8,8,7,9 – at least once a day,9 – at least once a day,9 – at least once a day,4,1,1,1,4,4,4,3,5,4,1,1,"6, Strongly agree","6, Strongly agree",4,4,4,5,5
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:32,89.78.13.108,,,,,1725952050,22,Female,female,White/Caucasian,,Other (please specify),Poland,Christian,,Catholic,,,,,,,,,,8,Rarely,Not very much,A few times a year,A few times a year,Never,5,2,4,"6, Extremely disgusting",3,"0, Not disgusting at all",2,2,3,4,"6, Extremely disgusting",5,5,5,4,"6, Extremely disgusting","6, Extremely disgusting",5,5,2,"6, Extremely disgusting",0,0,0,2,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,1 – never,1 – never,4,2,3,4,3,3,3,5,3,4,3,4,4,4,1,4,2,1,4
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:31,121.74.89.75,,,,,7884866231,70,Male,Male,White/Caucasian,,Other (please specify),New Zealander,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,5,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,5,2,3,"6, Extremely disgusting",3,5,"6, Extremely disgusting",3,5,4,3,4,5,"6, Extremely disgusting",5,1,2,2,7,4,7,3 – about once every two or three months,4 – about once a month,4 – about once a month,3,1,1,1,5,5,1,3,3,5,3,4,5,5,4,4,1,4,5
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:31,149.90.205.25,,,,,7336922629,21,Female,Female,White/Caucasian,,Other (please specify),Portuguese,None,,,,,,,,,,,,0,Rarely,Not at all,Less often,Never,Never,2,5,5,5,2,2,3,"0, Not disgusting at all",2,5,"0, Not disgusting at all",5,5,2,4,"6, Extremely disgusting","6, Extremely disgusting",4,4,3,3,0,0,0,"9, Strongly agree","1, Strongly Disagree","9, Strongly agree",1 – never,2 – very seldom,1 – never,2,1,1,3,4,4,2,4,1,2,"6, Strongly agree","6, Strongly agree",3,"6, Strongly agree",2,5,3,1,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:31,2.59.233.172,,,,,3618962858,45,Female,female,White / Sephardic Jew,,Spain,,Christian,,Catholic,,,,,,,,,,20,Never,Not very much,Never,Never,Never,5,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,"0, Not disgusting at all",2,2,2,3,1,1,1,5,3,6,4 – about once a month,6 – about once a week,4 – about once a month,4,3,4,4,4,3,4,4,5,4,5,4,4,5,5,5,4,5,5
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:31,177.240.131.119,,,,,6453673565,40,Male,Male,Latino/Hispanic,,Mexico,,None,,,,,,,,,,,,4,Never,Not very much,Never,Less often,Rarely,5,2,3,"6, Extremely disgusting","0, Not disgusting at all",3,4,"0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all",4,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting",5,"0, Not disgusting at all",4,5,"0, Not disgusting at all","0, Not disgusting at all",1,0,0,"9, Strongly agree","9, Strongly agree",4,9 – at least once a day,8 – nearly every day,7 – several times per week,4,4,4,4,4,5,4,5,5,5,4,5,5,"6, Strongly agree","6, Strongly agree","6, Strongly agree",4,4,4
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:31,177.228.73.216,,,,,1431254678,35,Male,Male,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,20,Occasionally,Very much so,A few times a year,One time a month,Rarely,2,2,5,4,2,2,2,2,5,5,2,5,5,4,4,5,5,2,3,3,5,1,2,2,5,3,5,4 – about once a month,2 – very seldom,2 – very seldom,3,1,2,1,3,4,3,3,3,2,4,4,3,4,3,4,3,3,3
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:31,99.238.4.163,,,,,3259733378,19,Male,male,South Asian,,Canada,,Muslim,,,,,,,,,,,,90,Occasionally,Very much so,Less often,Less often,Occasionally,4,3,3,4,4,"0, Not disgusting at all",3,5,3,4,3,5,4,4,3,3,5,2,2,4,3,0,0,0,2,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,2 – very seldom,3,2,2,2,3,3,3,3,4,3,3,3,3,3,2,"6, Strongly agree",2,3,2
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:31,212.139.90.198,,,,,138359651,33,Female,Female,Latino/Hispanic,,Spain,,Other (please specify),Spiritualist,,,,,,,,,,,85,Occasionally,Very much so,Three times a month,More than once a week,Often,5,4,4,5,"0, Not disgusting at all",3,3,"0, Not disgusting at all",5,"6, Extremely disgusting",4,2,"6, Extremely disgusting","0, Not disgusting at all",5,5,5,3,5,3,4,7–9,1,7–9,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",6 – about once a week,5 – about once every two weeks,5 – about once every two weeks,4,2,2,1,4,4,4,3,2,3,2,2,3,3,3,3,3,3,4
1.10016E+11,270409977,6/20/24 16:25,6/20/24 16:31,87.70.81.42,,,,,9033028032,20,Male,male,White / Sephardic Jew,,Other (please specify),Israeli,Jewish,,,,,,,,,,,,5,Rarely,Not very much,Never,Less often,Rarely,5,5,4,5,"0, Not disgusting at all",3,"0, Not disgusting at all",2,4,4,2,3,5,"0, Not disgusting at all",4,3,2,4,3,"0, Not disgusting at all",3,1,2,2,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",8 – nearly every day,3 – about once every two or three months,8 – nearly every day,3,2,2,4,4,4,3,2,4,4,3,2,5,3,3,4,2,4,4
1.10016E+11,270409977,6/20/24 16:19,6/20/24 16:31,102.132.40.112,,,,,917470885,30,Female,Female,African,,Other (please specify),South Africa,Christian,,,,,Pentecostal,,,,,,,100,Very often,Very much so,Less often,More than once a week,Very often,"6, Extremely disgusting","0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",5,3,"0, Not disgusting at all","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",3,4,"6, Extremely disgusting",3,3,"6, Extremely disgusting","6, Extremely disgusting",1,1,3,5,"1, Strongly Disagree",6,1 – never,2 – very seldom,1 – never,5,1,1,1,5,5,5,"6, Strongly agree","6, Strongly agree","6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree","6, Strongly agree","6, Strongly agree","6, Strongly agree",5,"6, Strongly agree","6, Strongly agree"
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:30,66.131.250.145,,,,,9505154039,31,Male,Male,White/Caucasian,,Canada,,None,,,,,,,,,,,,20,Occasionally,Not at all,A few times a year,A few times a year,Never,2,"0, Not disgusting at all",2,5,"0, Not disgusting at all",4,3,2,2,5,3,3,3,2,3,4,5,4,5,3,5,1,10–19,20 or more,"9, Strongly agree",7,3,6 – about once a week,4 – about once a month,2 – very seldom,3,2,2,3,5,4,3,2,4,3,3,5,4,"6, Strongly agree",5,3,2,4,4
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:30,38.147.245.76,,,,,4669802345,28,Male,Male,East Asian,,Canada,,None,,,,,,,,,,,,14,Rarely,Not very much,Never,Never,Never,2,2,4,"6, Extremely disgusting","0, Not disgusting at all",2,4,2,"0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",4,4,"0, Not disgusting at all",4,"6, Extremely disgusting",4,"0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",3,3,0,2,"9, Strongly agree","9, Strongly agree",2,6 – about once a week,6 – about once a week,2 – very seldom,4,1,1,1,4,4,1,3,1,1,1,3,1,3,2,4,1,1,1
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:30,79.153.195.27,,,,,4721690713,23,Male,male,Latino/Hispanic,,Spain,,None,,,,,,,,,,,,3,Occasionally,Quite a bit,Never,Never,Rarely,3,2,5,5,"0, Not disgusting at all",2,4,"0, Not disgusting at all",2,5,"0, Not disgusting at all",4,4,"0, Not disgusting at all",5,3,2,2,3,"0, Not disgusting at all",2,3,2,2,"9, Strongly agree","9, Strongly agree","1, Strongly Disagree",9 – at least once a day,9 – at least once a day,7 – several times per week,4,1,1,1,4,4,4,1,3,3,4,4,4,"6, Strongly agree",4,5,2,4,4
1.10016E+11,270409977,6/20/24 16:20,6/20/24 16:30,109.118.69.219,,,,,6934281812,20,Female,Female,White/Caucasian,,Italy,,None,,,,,,,,,,,,0,Rarely,Not very much,Less often,Never,Rarely,"6, Extremely disgusting",2,3,"6, Extremely disgusting","0, Not disgusting at all",2,4,"0, Not disgusting at all","0, Not disgusting at all",5,2,5,4,4,2,"6, Extremely disgusting",5,4,"6, Extremely disgusting","0, Not disgusting at all",2,1,0,0,8,2,7,2 – very seldom,2 – very seldom,2 – very seldom,2,3,4,3,4,4,4,2,5,5,3,3,5,4,5,4,5,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:26,6/20/24 16:30,213.22.193.3,,,,,82754449,26,Female,Female,White/Caucasian,,Other (please specify),Portugal,Christian,,Catholic,,,,,,,,,,7,Often,Quite a bit,A few times a year,A few times a year,Occasionally,4,4,4,5,"0, Not disgusting at all",2,3,5,3,5,3,"6, Extremely disgusting",3,2,5,4,"6, Extremely disgusting","6, Extremely disgusting",3,2,5,1,1,0,"9, Strongly agree","1, Strongly Disagree",7,2 – very seldom,2 – very seldom,2 – very seldom,3,1,1,1,5,5,1,5,3,3,5,5,4,4,2,5,1,2,5
1.10016E+11,270409977,6/20/24 16:16,6/20/24 16:29,168.195.246.179,,,,,1973647705,27,Male,Male,Mixed,,Other (please specify),Brazil,Christian,,Catholic,,,,,,,,,,10,Rarely,Very much so,Less often,A few times a year,Very often,"0, Not disgusting at all",3,2,4,4,5,2,4,2,4,"0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",2,4,5,2,"6, Extremely disgusting","0, Not disgusting at all",4,1,1,0,4,4,2,2 – very seldom,1 – never,1 – never,4,3,2,2,5,5,5,1,4,3,2,3,3,"6, Strongly agree","6, Strongly agree",5,4,3,3
1.10016E+11,270409977,6/20/24 16:16,6/20/24 16:29,201.121.244.94,,,,,6.02E+09,27,Male,Bisexual,Latino/Hispanic,,Mexico,,Other (please specify),Agnostic,,,,,,,,,,,5,Never,Not very much,Never,Never,Rarely,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",2,3,5,2,5,2,3,4,"0, Not disgusting at all","0, Not disgusting at all",4,"6, Extremely disgusting",5,3,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",0,1,1,"9, Strongly agree",6,"1, Strongly Disagree",1 – never,2 – very seldom,1 – never,4,2,2,1,5,5,3,4,2,5,4,4,"6, Strongly agree","6, Strongly agree",5,"6, Strongly agree","6, Strongly agree",4,5
1.10016E+11,270409977,6/20/24 16:13,6/20/24 16:29,41.122.79.103,,,,,4969917310,23,Female,Female,African,,Other (please specify),South African,Christian,,,,,,,Methodist,,,,,100,Occasionally,Very much so,Once a week,More than once a week,Often,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",2,2,"6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting",3,4,4,"6, Extremely disgusting",3,5,"6, Extremely disgusting",5,4,1,2,"9, Strongly agree","1, Strongly Disagree","1, Strongly Disagree",2 – very seldom,2 – very seldom,2 – very seldom,1,1,1,2,5,5,3,"6, Strongly agree","6, Strongly agree",5,3,"6, Strongly agree","6, Strongly agree",1,"6, Strongly agree","6, Strongly agree",4,"6, Strongly agree",5
1.10016E+11,270409977,6/20/24 16:20,6/20/24 16:29,37.33.249.140,,,,,9401688712,41,Male,Male,White/Caucasian,,Other (please specify),Finnish,Christian,,,,,,Lutheran,,,,,,12,Rarely,Not very much,A few times a year,Less often,Rarely,2,3,4,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",4,"0, Not disgusting at all","0, Not disgusting at all","6, Extremely disgusting","0, Not disgusting at all",2,5,"0, Not disgusting at all",2,4,4,3,5,"0, Not disgusting at all",2,1,7–9,3,7,7,5,7 – several times per week,6 – about once a week,6 – about once a week,3,2,4,2,4,4,2,2,4,5,2,3,4,3,4,2,4,4,4
1.10016E+11,270409977,6/20/24 16:20,6/20/24 16:29,193.179.121.26,,,,,8220229100,24,Male,male,White/Caucasian,,Other (please specify),Czech Republic,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Occasionally,2,3,2,3,2,3,3,2,4,4,"0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all",4,2,"0, Not disgusting at all",4,2,"0, Not disgusting at all",2,0,0,0,3,7,3,2 – very seldom,2 – very seldom,4 – about once a month,3,3,3,2,4,3,3,5,3,3,4,4,3,4,2,4,2,2,3
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:29,156.34.73.185,,,,,3819290894,37,Female,Female,White/Caucasian,,Canada,,Christian,,Catholic,,,,,,,,,,86,Occasionally,Very much so,Less often,A few times a year,Often,"6, Extremely disgusting",4,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",5,5,"0, Not disgusting at all",3,4,4,"6, Extremely disgusting","6, Extremely disgusting",3,4,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",1,0,0,7,"1, Strongly Disagree",7,2 – very seldom,1 – never,1 – never,3,1,2,3,4,3,4,1,4,5,2,2,4,4,2,2,3,3,5
1.10016E+11,270409977,6/20/24 16:24,6/20/24 16:29,67.70.88.86,,,,,3648395410,36,Male,Male,White/Caucasian,,Canada,,None,,,,,,,,,,,,14,Occasionally,Not very much,A few times a year,A few times a year,Rarely,"0, Not disgusting at all",3,2,"6, Extremely disgusting",4,5,"6, Extremely disgusting",2,3,"6, Extremely disgusting","0, Not disgusting at all","0, Not disgusting at all",3,"0, Not disgusting at all",3,"0, Not disgusting at all","0, Not disgusting at all","0, Not disgusting at all",2,2,3,1,20 or more,20 or more,6,"9, Strongly agree","1, Strongly Disagree",6 – about once a week,7 – several times per week,5 – about once every two weeks,3,2,2,3,3,4,2,"0, Strongly disagree","6, Strongly agree","6, Strongly agree",2,2,5,"0, Strongly disagree",5,2,2,4,4
1.10016E+11,270409977,6/20/24 16:20,6/20/24 16:29,41.4.15.33,,,,,6630961288,22,Female,Female,African,,Other (please specify),South Africa,Christian,,,,,,,,,Baptist,,,49,Very often,Very much so,One time a month,More than once a week,Very often,5,5,"6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",2,3,5,5,"6, Extremely disgusting",2,5,"6, Extremely disgusting","6, Extremely disgusting",5,3,"6, Extremely disgusting","6, Extremely disgusting",5,5,"6, Extremely disgusting",1,1,1,2,"1, Strongly Disagree","9, Strongly agree",2 – very seldom,2 – very seldom,1 – never,4,1,1,3,5,5,5,5,"6, Strongly agree","6, Strongly agree",5,5,5,3,1,"6, Strongly agree",3,4,4
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:29,84.113.80.228,,,,,5567618006,33,Male,Male,White/Caucasian,,Germany,,None,,,,,,,,,,,,0,Occasionally,Not at all,Never,Never,Never,3,2,"6, Extremely disgusting",4,"0, Not disgusting at all",5,3,"0, Not disgusting at all",3,5,3,5,4,2,"6, Extremely disgusting",5,3,5,5,2,2,1,1,3,7,7,2,8 – nearly every day,6 – about once a week,6 – about once a week,3,2,2,4,3,3,3,4,4,3,4,3,4,5,4,4,4,4,5
1.10016E+11,270409977,6/20/24 16:19,6/20/24 16:29,159.196.168.198,,,,,240851800,35,Female,Female,White/Caucasian,,Other (please specify),Australia,None,,,,,,,,,,,,5,Rarely,Not very much,Never,Never,Never,2,2,5,4,2,3,5,3,3,4,2,5,5,2,4,4,4,4,4,3,4,1,1,3,8,8,2,2 – very seldom,2 – very seldom,2 – very seldom,3,2,2,2,4,3,2,4,3,3,4,4,4,4,2,3,2,3,4
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:29,176.72.77.224,,,,,1.69E+09,33,Female,Female,White/Caucasian,,Other (please specify),Finland,None,,,,,,,,,,,,8,Occasionally,Not very much,Less often,Less often,Never,3,4,4,5,"0, Not disgusting at all",3,3,"0, Not disgusting at all",2,5,3,4,5,"0, Not disgusting at all",2,"6, Extremely disgusting","6, Extremely disgusting",4,4,"0, Not disgusting at all",4,4,1,5–6,7,4,2,4 – about once a month,3 – about once every two or three months,2 – very seldom,3,2,3,4,4,4,3,4,3,4,4,5,4,5,4,5,2,3,4
1.10016E+11,270409977,6/20/24 16:23,6/20/24 16:29,115.69.32.17,,,,,7874148384,24,Female,Female,Mixed,,Other (please specify),Australian,Other (please specify),Agnostic,,,,,,,,,,,15,Occasionally,Moderately,Never,Less often,Rarely,5,"6, Extremely disgusting","6, Extremely disgusting","6, Extremely disgusting","0, Not disgusting at all",3,3,3,5,5,"6, Extremely disgusting",5,4,3,"6, Extremely disgusting",5,3,"6, Extremely disgusting",3,3,"6, Extremely disgusting",1,1,1,5,"1, Strongly Disagree","9, Strongly agree",7 – several times per week,2 – very seldom,2 – very seldom,2,1,1,1,5,5,1,"6, Strongly agree","0, Strongly disagree","0, Strongly disagree","6, Strongly agree","6, Strongly agree","0, Strongly disagree","6, Strongly agree",3,3,1,3,3
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:28,77.254.234.11,,,,,7329371592,21,Male,Male,White/Caucasian,,Other (please specify),Poland,None,,,,,,,,,,,,0,Rarely,Not very much,Less often,Never,Rarely,2,3,3,4,2,"0, Not disgusting at all",2,2,2,5,3,2,2,3,3,3,4,2,3,3,5,0,0,0,7,5,5,5 – about once every two weeks,3 – about once every two or three months,4 – about once a month,3,1,1,1,4,5,3,5,1,1,4,4,3,5,3,3,2,3,2
1.10016E+11,270409977,6/20/24 16:22,6/20/24 16:28,88.5.161.141,,,,,7278392523,42,Female,Agender,Rather not say,,Spain,,None,,,,,,,,,,,,0,Rarely,Not at all,Never,Never,Never,3,5,4,"6, Extremely disgusting","0, Not disgusting at all",2,3,2,2,"6, Extremely disgusting",4,3,5,"0, Not disgusting at all",2,3,"6, Extremely disgusting",2,5,"0, Not disgusting at all",2,0,1,2,"9, Strongly agree",5,2,1 – never,1 – never,1 – never,3,2,2,1,5,5,2,5,2,1,5,5,2,5,4,5,3,4,4
1.10016E+11,270409977,6/20/24 16:27,6/20/24 16:28,177.232.91.58,,,,,8617024812,26,Female,Female,White Mexican,,Mexico,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.10016E+11,270409977,6/20/24 16:17,6/20/24 16:28,189.143.78.151,,,,,8220689274,41,Female,Female,Latino/Hispanic,,Mexico,,Christian,,Catholic,,,,,,,,,,38,Rarely,Moderately,A few times a year,Less often,Never,3,5,5,"6, Extremely disgusting",4,3,3,3,2,3,4,3,5,3,3,2,4,3,5,3,"6, Extremely disgusting",1,0,1,5,6,"9, Strongly agree",3 – about once every two or three months,1 – never,1 – never,3,2,1,3,2,4,3,3,3,4,4,5,4,5,2,2,4,3,4
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:28,41.121.5.19,,,,,1624766359,24,Female,Female,African,,Other (please specify),South African ,Christian,,Catholic,,,,,,,,,,70,Often,Very much so,One time a month,More than once a week,Very often,2,5,4,5,5,2,4,"6, Extremely disgusting",5,"6, Extremely disgusting",5,5,"6, Extremely disgusting","6, Extremely disgusting",5,4,"6, Extremely disgusting",5,"6, Extremely disgusting","6, Extremely disgusting",5,1,2,1,"1, Strongly Disagree",3,"9, Strongly agree",1 – never,1 – never,2 – very seldom,4,1,1,1,5,5,3,4,4,3,1,1,3,"6, Strongly agree",4,5,4,3,4
1.10016E+11,270409977,6/20/24 16:20,6/20/24 16:28,89.154.57.95,,,,,8675731220,23,Male,Male,White/Caucasian,,Other (please specify),Portugal,None,,,,,,,,,,,,5,Rarely,Not at all,Never,Never,Rarely,2,2,"6, Extremely disgusting","6, Extremely disgusting",4,"0, Not disgusting at all",3,5,4,"6, Extremely disgusting",2,2,"6, Extremely disgusting",4,4,"6, Extremely disgusting","6, Extremely disgusting",2,"6, Extremely disgusting",4,2,0,3,1,4,2,"1, Strongly Disagree",6 – about once a week,2 – very seldom,1 – never,2,2,2,1,5,4,3,3,5,3,3,"6, Strongly agree",4,3,2,2,3,4,3
1.10016E+11,270409977,6/20/24 16:18,6/20/24 16:28,85.242.109.45,,,,,3099261747,26,Male,Non binary,White/Caucasian,,Other (please specify),Swiss,None,,,,,,,,,,,,10,Occasionally,Not very much,Never,Never,Rarely,2,"6, Extremely disgusting",3,4,2,3,2,2,2,3,3,2,3,2,2,2,3,3,3,2,3,4,1,1,5,3,5,2 – very seldom,2 – very seldom,1 – never,2,1,1,1,5,4,2,5,1,1,5,"6, Strongly agree",5,5,4,"6, Strongly agree",3,5,3
1.10016E+11,270409977,6/20/24 16:21,6/20/24 16:28,23.91.254.248,,,,,7009716664,48,Male,Male,White/Caucasian,,Canada,,None,,,,,,,,,,,,0,Rarely,Not very much,Never,Never,Never,4,4,"6, Extremely disgusting",4,"0, Not disgusting at all",4,4,"0, Not disgusting at all",4,4,5,5,"6, Extremely disgusting",2,"6, Extremely disgusting",4,"6, Extremely disgusting",5,5,"0, Not disgusting at all",5,1,20 or more,7–9,7,7,2,2 – very seldom,1 – never,2 – very seldom,4,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,2,4,4
